,prefix,input_text,target_text
2392,DART,McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878),"Born in 1878, Harry Carey acted in, directed, and wrote the movie McVeagh of the South Seas. The movie was directed by Cyril Bruce."
2393,DART,McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878),"Harry Carey an actor born in 1878 is the writer and director of McVeagh of the South Seas, which is directed by Cyril Bruce."
2394,DART,McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878),"Born in 1878, Harry Carey wrote and directed the film McVeagh of the South Seas. Cyril Bruce also directed the film."
2395,DART,Roadside_Attractions | foundingYear | 2003-01-01 && Super_Capers | distributor | Lionsgate && Super_Capers | starring | Justin_Whalin && Super_Capers | distributor | Roadside_Attractions && Roadside_Attractions | foundingYear | 2003-01-01,Super Capers was a film starring Justin Whalin distributed by Lionsgate and Roadside Attractions. Attractions was founded in 2003.
2396,DART,Roadside_Attractions | foundingYear | 2003-01-01 && Super_Capers | distributor | Lionsgate && Super_Capers | starring | Justin_Whalin && Super_Capers | distributor | Roadside_Attractions && Roadside_Attractions | foundingYear | 2003-01-01,Super Capers is a movie starring Justin Whalin that was distributed by Lionsgate and Roadside Attractions. Roadside Attractions was founded in 2003.
2397,DART,Roadside_Attractions | foundingYear | 2003-01-01 && Super_Capers | distributor | Lionsgate && Super_Capers | starring | Justin_Whalin && Super_Capers | distributor | Roadside_Attractions && Roadside_Attractions | foundingYear | 2003-01-01,The movie Super Capers which starred Justin Whalin was distributed by Lionsgate and Roadside Attractions (founded in 2003).
2398,DART,"Israel | longName | State of Israel && Israel | longName | ""State of Israel""",The full name of the country Israel is the State of Israel.
2399,DART,"Israel | longName | State of Israel && Israel | longName | ""State of Israel""",Israel is formally known as the State of Israel.
2400,DART,"Israel | longName | State of Israel && Israel | longName | ""State of Israel""","Israel's long name is ""State of Israel""."
2401,DART,"ALCO_RS-3 | cylindercount | 12 && ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | engine | V12_engine && ALCO_RS-3 | cylinderCount | 12 && ALCO_RS-3 | length | 17068.8 (millimetres)","ALCO RS-3, which is 17068.8 millimetres long, has a V12 engine and has 12 cylinders."
2402,DART,"ALCO_RS-3 | cylindercount | 12 && ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | engine | V12_engine && ALCO_RS-3 | cylinderCount | 12 && ALCO_RS-3 | length | 17068.8 (millimetres)",The length of ALCO RS-3 is 17068.8 millimetres. It has a cylinder count of 12 and a V12 engine.
2403,DART,"ALCO_RS-3 | cylindercount | 12 && ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | engine | V12_engine && ALCO_RS-3 | cylinderCount | 12 && ALCO_RS-3 | length | 17068.8 (millimetres)","The ALCO RS-3, which is 17068.8 milometers long, has a V12 engine and a cylinder count of 12."
2404,DART,Michael_Rooker | birthDate | 1955-04-06 && Michael_Rooker | birthDate | 1955-04-06,Michael Rooker was born on April 6th 1955.
2405,DART,Michael_Rooker | birthDate | 1955-04-06 && Michael_Rooker | birthDate | 1955-04-06,The birth date of Michael Rooker is April 6th 1955.
2406,DART,Michael_Rooker | birthDate | 1955-04-06 && Michael_Rooker | birthDate | 1955-04-06,Michael Rooker was born on 6th April 1955.
2407,DART,Mexico | areaTotal | 1972550.0 && Mexico | areaTotal | 1972550.0,"The total area of Mexico is 1,972,550 square kilometers."
2408,DART,Mexico | areaTotal | 1972550.0 && Mexico | areaTotal | 1972550.0,Mexico has a total area of 1972550.0.
2409,DART,Mexico | areaTotal | 1972550.0 && Mexico | areaTotal | 1972550.0,The total area of Mexico is 1972550.0.
2410,DART,"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania","The 11th Mississippi Infantry Monument, established in the year 2000, is located in the state of Pennsylvania, in a place called Adams County. Adams County, Pennsylvania has Carroll County, Maryland to its southeast and Cumberland county, Pennsylvania to its north. The monument is categorized as a Contributing Property."
2411,DART,"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania","A monument to the 11th Mississippi Infantry was erected in 2000 in Adams County, Pennsylvania, which has Carroll County Maryland to the southeast and Pennsylvania's Cumberland County to the north. The monument is categorised as a contributing property."
2412,DART,"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania","The 11th Mississippi Infantry Monument established in the year 2000 in Adams County, Pennsylvania falls under the category of Contributing property. Adams County, Pennsylvania has Cumberland County, Pennsylvania to its north and Carroll County, Maryland to its southeast."
2413,DART,"Aleksandr_Prudnikov | clubs | ""→ Terek Grozny""@en && FC_Terek_Grozny | manager | Rashid_Rakhimov && Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow && Aleksandr_Prudnikov | club | FC_Terek_Grozny && FC_Terek_Grozny | manager | Rashid_Rakhimov","Aleksandr Prudnikov played for the youth FC Spartak Moscow previously, as well as the FC Terek Grozny which is managed by Rashid Rakhimov."
2414,DART,"Aleksandr_Prudnikov | clubs | ""→ Terek Grozny""@en && FC_Terek_Grozny | manager | Rashid_Rakhimov && Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow && Aleksandr_Prudnikov | club | FC_Terek_Grozny && FC_Terek_Grozny | manager | Rashid_Rakhimov",Aleksandr Prudnikov was previously a member of the youth side of FC Spartak Moscow and currently is on the FC Terek Grozny club which is managed by Rashid Rakhimov.
2415,DART,"Aleksandr_Prudnikov | clubs | ""→ Terek Grozny""@en && FC_Terek_Grozny | manager | Rashid_Rakhimov && Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow && Aleksandr_Prudnikov | club | FC_Terek_Grozny && FC_Terek_Grozny | manager | Rashid_Rakhimov",Aleksandr Prudnikov plays for FC Terek Grozny and played for FC Spartak Moscow's youth team. His manager is Rashid Rakhimov.
2416,DART,"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | isPartOf | Morelos","The population of the Morelos metropolitan city of Ciudad Ayala (leader: City Manager; government type: council-manager government) is 1,777,539, resulting in a population density of 1604.0."
2417,DART,"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | isPartOf | Morelos","Ciudad Ayala is a metropolitan city, which is part of Morelos, that has population of 1777539 and population density is 1604. The government type in the city of Ciudad Ayala is council-manager where the City Manager is the leader."
2418,DART,"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | isPartOf | Morelos","Ciudad Ayala is a city and is part of Morelos. The population of the metropolitan area of the city is 1,777,539 and the population density is 1604.0. The city’s government type is a council-manager government, and one of the leaders is the city manager."
2419,DART,Brandon_Carter | knownFor | No-hair_theorem && Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthPlace | England && Brandon_Carter | birthDate | 1942-01-01 && Brandon_Carter | almaMater | University_of_Cambridge,"Contributor to the no-hair theorem and developer of the Carter Constant, Brandon Carter, works in the field of General Relativity. He was born in England on January, 1 1942. He graduated from the University of Cambridge where he was under the doctoral advisement of Dennis William Sciama."
2420,DART,Brandon_Carter | knownFor | No-hair_theorem && Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthPlace | England && Brandon_Carter | birthDate | 1942-01-01 && Brandon_Carter | almaMater | University_of_Cambridge,"Brandon Carter ,a University of Cambridge graduate is a professional in the field of general relativity, known for Carter constant and No-hair theorem had Dennis William Sciama as his doctoral advisor. He was born on 01-01-1942 in England."
2421,DART,Brandon_Carter | knownFor | No-hair_theorem && Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthPlace | England && Brandon_Carter | birthDate | 1942-01-01 && Brandon_Carter | almaMater | University_of_Cambridge,"Brandon Carter a physicist from University of Cambridge with his professional field as General Relativity is known for Carter constant and for proving the no-hair theorem. He was born in England on January 1, 1942. His doctoral advisor was Dennis William Sciama."
2422,DART,Super_Capers | distributor | Roadside_Attractions && Super_Capers | starring | Michael_Rooker && Super_Capers | distributor | Lionsgate && Super_Capers | starring | Tom_Sizemore && Super_Capers | distributor | Roadside_Attractions,"Super Capers, distributed by Lionsgate and Roadside Attractions companies, is a movie starring Michael Rooker and Tom Sizemore."
2423,DART,Super_Capers | distributor | Roadside_Attractions && Super_Capers | starring | Michael_Rooker && Super_Capers | distributor | Lionsgate && Super_Capers | starring | Tom_Sizemore && Super_Capers | distributor | Roadside_Attractions,Super Capers was a film distributed by Lionsgate and Roadside Attractions. It stars Tom Sizemore and Michael Rooker.
2424,DART,Super_Capers | distributor | Roadside_Attractions && Super_Capers | starring | Michael_Rooker && Super_Capers | distributor | Lionsgate && Super_Capers | starring | Tom_Sizemore && Super_Capers | distributor | Roadside_Attractions,Super Capers stars Michael Rooker and Tom Sizemore. It’s distributed by Lionsgate and Roadside Attractions.
2425,DART,Sludge_metal | musicSubgenre | Stoner_sludge && Sludge_metal | musicSubgenre | Stoner_sludge,Stoner sludge is a subgenre of sludge metal.
2426,DART,Sludge_metal | musicSubgenre | Stoner_sludge && Sludge_metal | musicSubgenre | Stoner_sludge,Stoner sludge is a musical subgenre of sludge metal.
2427,DART,Sludge_metal | musicSubgenre | Stoner_sludge && Sludge_metal | musicSubgenre | Stoner_sludge,Stoner sludge is a musical variety of sludge metal.
2428,DART,Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico,"Bionico is a food found in Mexico, served at the dessert course. The leader of Mexico (currency: peso) is Silvano Aureoles Conejo."
2429,DART,Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico,"Bionico is a dessert found in Mexico, where the leader is Silvano Aureoles Conejo and the currency is the Mexican peso."
2430,DART,Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico,"Mexico, led by Silvano Aureoles Conejo, uses the peso as its currency and has a dessert called Bionico."
2431,DART,Mexico | demonym | Mexicans && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | region | Jalisco && Bionico | country | Mexico,"Mexicans are people from Mexico, where the currency is the Mexican peso. Silvano Aureoles Conejo is the current leader of Mexico. Bionico, from the region Jalisco, is a food found in Mexico and served for dessert."
2432,DART,Mexico | demonym | Mexicans && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | region | Jalisco && Bionico | country | Mexico,"Bionico is a Mexican dessert found in the region of Jalisco. Mexico's inhabitants are called 'Mexicans', their currency is the Mexican Peso and their leader is Silvano Aureoles Conejo."
2433,DART,Mexico | demonym | Mexicans && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | region | Jalisco && Bionico | country | Mexico,Mexicans (inhabitants of Mexico) use the peso (their currency) to buy dessert delicacies such as bionicos. Bionicos are found in the region of Jalisco which is located in Mexico. Silvano Aureoles Conejo is the leader of Mexico.
2434,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | runtime | 89.0 && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | runtime | 89.0,"Anatole de Grunwald was the producer of 'English Without Tears,' a film with a running time of 89 minutes."
2435,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | runtime | 89.0 && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | runtime | 89.0,"English Without Tears, which is 89 minutes long, was produced by Anatole de Grunwald."
2436,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | runtime | 89.0 && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | runtime | 89.0,English Without Tears was produced by Anatole de Grunwald and has an 89 minute duration.
2437,DART,Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | field | Photographer && Liselotte_Grschebina | birthPlace | German_Empire && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | professionalField | Photographer,"Born in the German Empire, professional photographer Liselotte Grschebina studied at the school of Applied Arts in Stuttgart."
